Issuer Name,BSE Code,NSE Code,Sector Name,Industry Name,BSE/NSE Flag
Abhijit Trading Co. Ltd.,539560,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
REMEDIUM LIFECARE LIMITED,539561,,Services,Services,N
AARNAV FASHIONS LIMITED,539562,,Consumer Discretionary,Textiles,N
Sunshine Capital Ltd.,539574,,Financial Services,Financial Services,N
SHARANAM INFRAPROJECT AND TRADING LIMITED,539584,,Services,Services,N
Shivansh Finserv Limited,539593,,Financial Services,Financial Services,N
Mishtann Foods Limited,539594,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Delta Industrial Resources Limited,539596,,Financial Services,Financial Services,N
CREDENT GLOBAL FINANCE LIMITED,539598,,Financial Services,Financial Services,N
Blue Cloud Softech Solutions Limited,539607,,Information Technology,Information Technology,N
KANORIA ENERGY AND INFRASTRUCTURE LIMITED,539620,,Commodities,Construction Materials,N
BCL Enterprises Limited,539621,,Financial Services,Financial Services,N
Precision Camshafts Limited,539636,PRECAM,Consumer Discretionary,Automobile and Auto Components,Y
TeamLease Services Limited,539658,TEAMLEASE,Services,Services,Y
VIKRAM KAMATS HOSPITALITY LIMITED,539659,,Consumer Discretionary,Consumer Services,N
BEST AGROLIFE LIMITED,539660,BESTAGRO,Commodities,Chemicals,Y
ACE MEN ENGG WORKS LIMITED,539661,,Consumer Discretionary,Consumer Services,N
BFL Asset Finvest Limited,539662,,Financial Services,Financial Services,N
RGF Capital Markets Limited,539669,,Financial Services,Financial Services,N
Radhagobind Commercial Limited,539673,,Consumer Discretionary,Consumer Services,N
Quick Heal Technologies Limited,539678,QUICKHEAL,Information Technology,Information Technology,Y
Kapil Raj Finance Ltd.,539679,,Financial Services,Financial Services,N
Ganga Pharmaceuticals Limited,539680,,Healthcare,Healthcare,N
dynamic Archistructures Limited,539681,,Financial Services,Financial Services,N
LUCENT INDUSTRIES LIMITED,539682,,Consumer Discretionary,Consumer Services,N
Shivkamal Impex Limited,539683,,Financial Services,Financial Services,N
K.P. Energy Limited,539686,KPEL,Utilities,Power,Y
REAL GROWTH CORPORATION LIMITED,539691,,Services,Services,N
INTERACTIVE FINANCIAL SERVICES LIMITED,539692,,Financial Services,Financial Services,N
HILIKS TECHNOLOGIES LIMITED,539697,,Financial Services,Financial Services,N
Gokul Agro Resources Ltd,539725,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Fredun Pharmaceuticals Limited,539730,,Healthcare,Healthcare,N
Simbhaoli Sugars Ltd,539742,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Relicab Cable Manufacturing Limited,539760,,Industrials,Capital Goods,N
Vantage Knowledge Academy Limited,539761,,Consumer Discretionary,Consumer Services,N
MODERN ENGINEERING AND PROJECTS LIMITED,539762,,Industrials,Construction,N
Mega Nirman & Industries Limited,539767,,Consumer Discretionary,Realty,N
Darjeeling Ropeway Company Limited,539770,,Financial Services,Financial Services,N
Advik Capital Limited,539773,,Financial Services,Financial Services,N
Pudumjee Paper Products Limited,539785,PDMJEPAPER,Commodities,Forest Materials,Y
HealthCare Global Enterprises Limited,539787,HCG,Healthcare,Healthcare,Y
Khemani Distributors & Marketing Limited,539788,,Consumer Discretionary,Consumer Services,N
Umiya Tubes Limited,539798,,Industrials,Capital Goods,N
Bharat Wire Ropes Limited,539799,BHARATWIRE,Industrials,Capital Goods,Y
CHD Chemicals Limited,539800,,Commodities,Chemicals,N
INFIBEAM AVENUES LIMITED,539807,INFIBEAM,Financial Services,Financial Services,Y
LE LAVOIR LIMITED,539814,,Services,Services,N
Mudra Financial Services Ltd.,539819,,Financial Services,Financial Services,N
Balgopal Commercial limited,539834,,Services,Services,N
Superior Finlease Limited,539835,,Financial Services,Financial Services,N
RAGHAV PRODUCTIVITY ENHANCERS LIMITED,539837,RPEL,Industrials,Capital Goods,Y
Franklin Leasing and Finance Limited,539839,,Financial Services,Financial Services,N
Lancer Container Lines Limited,539841,,Services,Services,N
NINtec Systems Limited,539843,NINSYS,Information Technology,Information Technology,Y
Halder Venture Limited,539854,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Thyrocare Technologies Limited,539871,THYROCARE,Healthcare,Healthcare,Y
Bajaj Healthcare Limited,539872,BAJAJHCARE,Healthcare,Healthcare,Y
RSD Finance Limited,539875,,Financial Services,Financial Services,N
Crompton Greaves Consumer Electricals Limited,539876,CROMPTON,Consumer Discretionary,Consumer Durables,Y
Pilani Investment And Industries Corporation Limited,539883,PILANIINVS,Financial Services,Financial Services,Y
Darshan Orna Limited,539884,,Consumer Discretionary,Consumer Durables,N
Parag Milk Foods Limited,539889,PARAGMILK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
Madhav Infra Projects Limited,539894,,Industrials,Construction,N
Shalimar Agencies Limited,539895,,Financial Services,Financial Services,N
Svarnim Trade Udyog Limited,539911,,Consumer Discretionary,Textiles,N
NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,539917,,Commodities,Chemicals,N
Shanti Educational Initiatives Limited,539921,,Consumer Discretionary,Consumer Services,N
LIKHAMI CONSULTING LIMITED,539927,,Services,Services,N
Medico Intercontinental Limited,539938,,Services,Services,N
Yash Chemex Limited,539939,,Commodities,Chemicals,N
Bazel International Limited,539946,,Financial Services,Financial Services,N
JINDAL LEASEFIN LIMITED,539947,,Financial Services,Financial Services,N
TAAL Enterprises Limited,539956,,Services,Services,N
Mahanagar Gas Limited,539957,MGL,Energy,"Oil, Gas & Consumable Fuels",Y
Zeal Aqua Limited,539963,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Quess Corp Limited,539978,QUESS,Services,Services,Y
DIGJAM LIMITED,539979,DIGJAMLMTD,Consumer Discretionary,Textiles,Y
HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,539984,,Industrials,Capital Goods,N
Titaanium Ten Enterprise Limited,539985,,Consumer Discretionary,Textiles,N
Commercial Syn Bags Limited,539986,COMSYN,Industrials,Capital Goods,Y
CONFIDENCE FUTURISTIC ENERGETECH LIMITED,539991,,Services,Services,N
LLOYDS ENGINEERING WORKS LIMITED,539992,LLOYDSENGG,Industrials,Capital Goods,Y
Kwality Pharmaceuticals Limited,539997,,Healthcare,Healthcare,N
LTIMindtree Limited,540005,LTIM,Information Technology,Information Technology,Y
EAST WEST FREIGHT CARRIERS LTD,540006,,Services,Services,N
Aditya Birla Sun Life Mutual Fund,540008,,-,-,N
COLORCHIPS NEW MEDIA LIMITED,540023,,Consumer Discretionary,"Media, Entertainment & Publication",N
Advanced Enzyme Technologies Limited,540025,ADVENZYMES,Healthcare,Healthcare,Y
Ladam Affortable Housing Limited,540026,,Consumer Discretionary,Realty,N
Dilip Buildcon Limited,540047,DBL,Industrials,Construction,Y
S.P. Apparels Limited,540048,,Consumer Discretionary,Textiles,N
Bigbloc Construction Limited,540061,BIGBLOC,Commodities,Construction Materials,Y
Golden Crest Education & Services Limited,540062,,Consumer Discretionary,Consumer Services,N
ECS Biztech Limited,540063,,Information Technology,Information Technology,N
RBL Bank Limited,540065,RBLBANK,Financial Services,Financial Services,Y
AMS POLYMERS LIMITED,540066,,Commodities,Chemicals,N
Shiva Granito Export Limited,540072,,Commodities,Construction Materials,N
BLS International Services Ltd,540073,,Consumer Discretionary,Consumer Services,N
Mitsu Chem Plast Limited,540078,,Industrials,Capital Goods,N
Sprayking Limited,540079,,Industrials,Capital Goods,N
Dhatre Udyog Limited,540080,,Industrials,Capital Goods,N
Sab Events & Governance Now Media Limited,540081,SABEVENTS,Consumer Discretionary,"Media, Entertainment & Publication",Y
Riddhi Steel and Tube Limited,540082,,Industrials,Capital Goods,N
TV VISION LIMITED,540083,TVVISION,Consumer Discretionary,"Media, Entertainment & Publication",Y
GAMCO LIMITED,540097,,Financial Services,Financial Services,N
TIAAN CONSUMER LIMITED,540108,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
L&T Technology Services Limited,540115,LTTS,Information Technology,Information Technology,Y
G N A Axles Limited,540124,,Consumer Discretionary,Automobile and Auto Components,N
Radhika Jeweltech Limited,540125,RADHIKAJWE,Consumer Discretionary,Consumer Durables,Y
Sabrimala Industries India Limited,540132,,Services,Services,N
ICICI Prudential Life Insurance Company Limited,540133,ICICIPRULI,Financial Services,Financial Services,Y
ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,540134,,Industrials,Construction,N
ARC Finance Limited,540135,,Financial Services,Financial Services,N
HPL Electric & Power Limited,540136,HPL,Industrials,Capital Goods,Y
Sagarsoft (India) Limited,540143,,Information Technology,Information Technology,N
DRA CONSULTANTS LIMITED,540144,,Services,Services,N
Valiant Organics Limited,540145,VALIANTORG,Commodities,Chemicals,Y
ADITYA CONSUMER MARKETING LIMITED,540146,,Consumer Discretionary,Consumer Services,N
Shashijit Infraprojects Limited,540147,,Industrials,Construction,N
Bindal Exports Limited,540148,,Consumer Discretionary,Consumer Durables,N
Mewar Hi-Tech Engineering Limited,540150,,Industrials,Construction,N
Diksat Transworld Limited,540151,,Consumer Discretionary,"Media, Entertainment & Publication",N
Endurance Technologies Limited,540153,ENDURANCE,Consumer Discretionary,Automobile and Auto Components,Y
Bandhan Mutual Fund,540154,,-,-,N
Purple Entertainment Limited,540159,,Consumer Discretionary,"Media, Entertainment & Publication",N
Supra Pacific Financial Services Limited,540168,,Financial Services,Financial Services,N
PNB Housing Finance Limited,540173,PNBHOUSING,Financial Services,Financial Services,Y
Southern Infosys Limited,540174,,Information Technology,Information Technology,N
REGENCY FINCORP LIMITED,540175,,Financial Services,Financial Services,N
Varun Beverages Limited,540180,VBL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
Salem Erode Investments Ltd.,540181,,Financial Services,Financial Services,N
Franklin Industries Limited,540190,,Services,Services,N
LKP Securities Limited,540192,,Financial Services,Financial Services,N
OSIAJEE TEXFAB LIMITED,540198,,Consumer Discretionary,Textiles,N
Corporate Merchant Bankers Limited,540199,,Financial Services,Financial Services,N
Sheela Foam Limited,540203,SFL,Consumer Discretionary,Consumer Durables,Y
EIKO LIFESCIENCES LIMITED,540204,,Commodities,Chemicals,N
Aditya Vision Limited,540205,AVL,Consumer Discretionary,Consumer Services,Y
Heads UP Ventures Limited,540210,HEADSUP,Consumer Discretionary,Textiles,Y
TCI Express Limited,540212,TCIEXP,Services,Services,Y
Laurus Labs Limited,540222,LAURUSLABS,Healthcare,Healthcare,Y
VEERAM SECURITIES LIMITED,540252,,Consumer Discretionary,Consumer Durables,N
MARG TECHNO PROJECTS LIMITED,540254,,Financial Services,Financial Services,N
SHANGAR DECOR LIMITED,540259,,Services,Services,N
Globe Commercials Limited,540266,,Services,Services,N
Flora Corporation Limited,540267,,Services,Services,N
TruCap Finance Limited,540268,TRU,Financial Services,Financial Services,Y
SUPER FINE KNITTERS LIMITED,540269,,Consumer Discretionary,Consumer Durables,N
Raideep Industries Limited,540270,,Services,Services,N
Pricol Limited,540293,PRICOLLTD,Consumer Discretionary,Automobile and Auto Components,Y
Classic Filaments Limited,540310,,Consumer Discretionary,Textiles,N
JITF INFRALOGISTICS LIMITED,540311,JITFINFRA,Utilities,Utilities,Y
Sueryaa Knitwear Limited,540318,,Consumer Discretionary,Textiles,N
Tanvi Foods (India) Limited,540332,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
RMC SWITCHGEARS LIMITED,540358,,Industrials,Capital Goods,N
Parmax Pharma Limited,540359,,Healthcare,Healthcare,N
LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,540360,,Financial Services,Financial Services,N
DANUBE INDUSTRIES LIMITED,540361,,Services,Services,N
Music Broadcast Limited,540366,RADIOCITY,Consumer Discretionary,"Media, Entertainment & Publication",Y
Avenue Supermarts Limited,540376,DMART,Consumer Discretionary,Consumer Services,Y
IFL ENTERPRISES LIMITED,540377,,Services,Services,N
Ontic Finserve Limited,540386,,Financial Services,Financial Services,N
Sarthak Metals Limited,540393,SMLT,Industrials,Capital Goods,Y
Chemcrux Enterprises Limited,540395,,Commodities,Chemicals,N
Manomay Tex India Limited,540396,MANOMAY,Consumer Discretionary,Textiles,Y
Maximus International Limited,540401,,Services,Services,N
Manas Properties Limited,540402,,Consumer Discretionary,Realty,N
CL Educate Limited,540403,CLEDUCATE,Consumer Discretionary,Consumer Services,Y
PRIME FRESH LIMITED,540404,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Oceanic Foods Limited,540405,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Octaware Technologies Limited,540416,,Information Technology,Information Technology,N
Shankara Building Products Limited,540425,SHANKARA,Consumer Discretionary,Consumer Services,Y
Escorp Asset Management Limited,540455,,Financial Services,Financial Services,N
PARMESHWARI SILK MILLS LIMITED,540467,,Consumer Discretionary,Textiles,N
KMS Medisurgi Limited,540468,,Healthcare,Healthcare,N
Classic Leasing & Finance Ltd.,540481,,Financial Services,Financial Services,N
STARLINEPS ENTERPRISES LIMITED,540492,,Commodities,Metals & Mining,N
S Chand And Company Limited,540497,SCHAND,Consumer Discretionary,"Media, Entertainment & Publication",Y
KANUNGO FINANCIERS LIMITED,540515,,Financial Services,Financial Services,N
Meera Industries Limited,540519,,Industrials,Capital Goods,N
Housing &Urban Development Corporation Ltd.,540530,,Financial Services,Financial Services,N
PSP Projects Limited,540544,PSPPROJECT,Industrials,Construction,Y
Bhakti Gems And Jewellery Limited,540545,,Consumer Discretionary,Consumer Durables,N
Yug Decor Limited,540550,,Commodities,Chemicals,N
VARIMAN GLOBAL ENTERPRISES LIMITED,540570,,Services,Services,N
Star Cement Limited,540575,STARCEMENT,Commodities,Construction Materials,Y
Riddhi Corporate Services Limited,540590,,Information Technology,Information Technology,N
Tejas Networks Limited,540595,TEJASNET,Telecommunication,Telecommunication,Y
Eris Lifesciences Limited,540596,ERIS,Healthcare,Healthcare,Y
Containerway International Limited,540597,,Services,Services,N
GTPL Hathway Limited,540602,GTPL,Consumer Discretionary,"Media, Entertainment & Publication",Y
AU Small Finance Bank Limited,540611,AUBANK,Financial Services,Financial Services,Y
Gautam Exim Limited,540613,,Services,Services,N
G G Engineering Limited,540614,,Industrials,Capital Goods,N
7NR Retail Limited,540615,,Consumer Discretionary,Consumer Services,N
Salasar Techno Engineering Limited,540642,SALASAR,Industrials,Capital Goods,Y
Ganges Securities Ltd.,540647,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Palash Securities Limited,540648,PALASHSECU,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
AVADH SUGAR & ENERGY LIMITED,540649,AVADHSUGAR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
Magadh Sugar & Energy Limited,540650,MAGADSUGAR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
Jigar Cables Limited,540651,,Industrials,Capital Goods,N
Captain Technocast Limited,540652,,Industrials,Capital Goods,N
GlobalSpace Technologies Limited,540654,,Information Technology,Information Technology,N
SIS LIMITED,540673,SIS,Consumer Discretionary,Consumer Services,Y
Cochin Shipyard Limited,540678,COCHINSHIP,Industrials,Capital Goods,Y
SMS Lifesciences India Ltd,540679,,Healthcare,Healthcare,N
KIOCL Limited,540680,KIOCL,Commodities,Metals & Mining,Y
CHOTHANI FOODS LIMITED,540681,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Smruthi Organics Limited,540686,,Healthcare,Healthcare,N
Aditya Birla Capital Ltd,540691,,Financial Services,Financial Services,N
Apex Frozen Foods Limited,540692,APEX,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
Shish Industries Limited,540693,,Industrials,Capital Goods,N
ANG Lifesciences India Limited,540694,,Healthcare,Healthcare,N
KCD INDUSTRIES INDIA LIMITED,540696,,Services,Services,N
Dixon Technologies (India) Limited,540699,DIXON,Consumer Discretionary,Consumer Durables,Y
Bharat Road Network Limited,540700,BRNL,Industrials,Construction,Y
Dishman Carbogen Amcis Limited,540701,DCAL,Healthcare,Healthcare,Y
Lasa Supergenerics Limited,540702,LASA,Healthcare,Healthcare,Y
PRO CLB GLOBAL LIMITED,540703,,Services,Services,N
Matrimony.com Limited,540704,MATRIMONY,Consumer Discretionary,Consumer Services,Y
Reliance Home Finance Limited,540709,RHFL,Financial Services,Financial Services,Y
Capacit'e Infraprojects Limited,540710,CAPACITE,Industrials,Construction,Y
